Bedroom,Bathroom,Property Size,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,price,state,facility_count,price_per_sqft
3.0,2.0,850,"Barbeque area, Gymnasium, Jogging Track, Playground, Swimming Pool, Parking, Security",Villa Emas,Techware Enterprise Sdn Bhd,Leasehold,"Persiaran Bayan Indah,, Bayan Lepas, Penang",1998.0,16,488,Condominium,2,Low,Non Bumi Lot,440000,Penang,7,517.6470588235294
3.0,2.0,900,"Club house, Parking, Swimming Pool, Gymnasium, Tennis Court, Security, Playground, Lift, Multipurpose hall",Aspire Residence,Syarikat Perumahan Negara Berhad,Freehold,"Persiaran Aspirasi, Cyber 10, Cyberjaya, Selangor",2023.0,25,1168,Apartment,2,,Non Bumi Lot,280000,Selangor,9,311.1111111111111
3.0,2.0,800,"Security, Parking",Plaza Indah,TLS Group,Freehold,"Jalan Sepakat Indah 1, Off Jalan Sungai Shua, Taman Sepakat Indah, Kajang, Selangor",,,309,Apartment,1,Medium,Non Bumi Lot,245000,Selangor,2,306.25
3.0,2.0,828,,New Apartment At Precinct 11,,Freehold,"Precinct 11, Putrajaya, Putrajaya",,,,Apartment,1,Medium,Non Bumi Lot,371000,Putrajaya,,448.0676328502415
3.0,2.0,710,"Playground, Minimart",Taman Desa Rakyat Perdana,,Leasehold,"Jalan Persiaran Desa Rakyat, Pasir Gudang, Johor",,,,Flat,,High,Bumi Lot,100000,Johor,2,140.8450704225352
3.0,2.0,786,"Security, Playground, Sauna, Parking",Ilham Apartment,MK Land Holdings Berhad,Freehold,"Jalan Sastera U2/1, Seksyen U2, Taman TTDI Jaya, Shah Alam, Selangor",,18,,Apartment,1,,Non Bumi Lot,235000,Selangor,4,298.9821882951654
3.0,2.0,732,,Pangsapuri Mawar (Bandar Kinrara),,Leasehold,"Jalan TK 5/1, Taman Kinrara Seksyen 5, Bandar Kinrara, Selangor",,,,Apartment,1,Medium,Non Bumi Lot,220000,Selangor,,300.5464480874317
1.0,1.0,527,"Swimming Pool, Multipurpose hall, Club house, Parking, Sauna, Gymnasium, Jogging Track, Security, Playground, Lift, Barbeque area",D'Summit Residences,Wealthy Growth Sdn Bhd (IOI Properties),Freehold,"Jalan Kempas Utama 2/6, Taman Kempas Utama, Johor Bahru, Johor",2018.0,35,849,Service Residence,,Medium,Bumi Lot,211000,Johor,11,400.3795066413662
3.0,2.0,850,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Aliff Heights,,Freehold,"Jalan Indah, Tampo, Johor Bahru, Johor",2025.0,,,Apartment,2,Low,Non Bumi Lot,320000,Johor,11,376.47058823529414
3.0,2.0,650,,Taman Bukit Kenangan,,Freehold,"Taman Bukit Kenangan, Kajang, Selangor",,,,Flat,,High,Non Bumi Lot,155000,Selangor,,238.46153846153845
2.0,2.0,650,"Security, Barbeque area, Jogging Track, Lift, Playground, Swimming Pool, Parking, Gymnasium, Multipurpose hall, Sauna, Minimart",Majestic Maxim,Maxim Holdings,Leasehold,"Jalan 9/142, Taman Connaught, Cheras, Kuala Lumpur",2021.0,44,2136,Service Residence,1,Low,Non Bumi Lot,340000,Kuala Lumpur,11,523.0769230769231
3.0,2.0,864,,Alam Sanjung @ Subang West,CB Land Sdn Bhd (Crest Builder Holdings Berhad),Freehold,"Off Persiaran Jubli Perak, Seksyen 22, Shah Alam, Selangor",2015.0,25,600,Condominium,2,,Non Bumi Lot,350000,Selangor,,405.0925925925926
3.0,2.0,1302,"Security, Playground, Swimming Pool, Gymnasium, Club house",Gardenville Townvilla,Dergahayu Sdn Bhd,Leasehold,"Jalan SH 2/1, Selayang Heights, Selayang, Selangor",2010.0,4,199,Apartment,1,Medium,Bumi Lot,330000,Selangor,5,253.45622119815667
1.0,1.0,640,"Multipurpose hall, Sauna, Security, Tennis Court, Barbeque area, Parking, Playground, Swimming Pool, Gymnasium, Squash Court, Jogging Track",Molek Regency,ALPHA ASTRAL REALTY SDN BHD,Freehold,"Jalan Molek 3/20, Taman Molek, Johor Bahru, Johor",2018.0,,1050,Condominium,1,High,Non Bumi Lot,380000,Johor,11,593.75
3.0,2.0,1043,"Swimming Pool, Gymnasium, Multipurpose hall, Security, Jogging Track, Barbeque area",Villa Pavilion,VILLAMAS GROUP OF COMPANIES,Freehold,"Jalan PBS 14/2, Taman Bukit Serdang, Seri Kembangan, Selangor",2009.0,,326,Condominium,1,Medium,Bumi Lot,369000,Selangor,6,353.78715244487057
2.0,2.0,802,"Parking, Security, Lift, Swimming Pool, Multipurpose hall, Jogging Track, Barbeque area, Gymnasium",Eco Bloom @ Eco Meadows,Eco World Development Group Berhad,Freehold,"Jalan Paboi, Simpang Ampat, Penang",2020.0,33,490,Condominium,,High,Non Bumi Lot,410000,Penang,8,511.2219451371571
3.0,1.0,678,"Parking, Playground, Minimart, Jogging Track",Flat Pandan Jaya,,Leasehold,"Persiaran Pandan 3, Pandan Jaya, Kuala Lumpur",,,,Apartment,,High,Non Bumi Lot,265000,Kuala Lumpur,4,390.85545722713863
3.0,2.0,1100,"Parking, Security, Jogging Track, Gymnasium, Multipurpose hall, Swimming Pool, Barbeque area",Ascenda Residences @ SkyArena Setapak,SkyWorld Development Sdn Bhd,Leasehold,"Jalan Air Jerneh, Off Jalan Genting Kelang, Setapak, Kuala Lumpur",2017.0,28,650,Condominium,,,Non Bumi Lot,510000,Kuala Lumpur,7,463.6363636363636
3.0,2.0,908,"Parking, Security, Jogging Track, Gymnasium, Multipurpose hall, Swimming Pool, Barbeque area",Ascenda Residences @ SkyArena Setapak,SkyWorld Development Sdn Bhd,Leasehold,"Jalan Air Jerneh, Off Jalan Genting Kelang, Setapak, Kuala Lumpur",2017.0,28,650,Condominium,,,Non Bumi Lot,420000,Kuala Lumpur,7,462.55506607929516
3.0,2.0,1105,"Parking, Security, Playground, Swimming Pool",Sri Mekar Apartment,,Freehold,"Jalan Tempua 3, Puchong, Selangor",,5,,Apartment,1,Low,Non Bumi Lot,408000,Selangor,4,369.2307692307692
1.0,1.0,687,,Stutong Tiarra,Jyrah Realty Sdn Bhd,Leasehold,"Kampung Stutong Baru, Kuching, Sarawak",,,,Apartment,1,Medium,Non Bumi Lot,398000,Sarawak,,579.3304221251819
3.0,2.0,907,"Parking, Security, Lift, Playground",Calisa Residences,Masteron Sdn Bhd,Leasehold,"Jalan Dagang Mas 3, Taman Mas, Puchong, Selangor",2015.0,,156,Service Residence,1,Medium,Non Bumi Lot,265000,Selangor,4,292.1719955898567
3.0,2.0,750,"Playground, Parking, Minimart, Multipurpose hall",Apartment Indah,,Leasehold,"Jalan PJU 10/1C, Damansara Damai, Selangor",,5,112,Apartment,,Low,Non Bumi Lot,280000,Selangor,4,373.3333333333333
3.0,1.0,700,"Parking, Security, Playground",Sri Aman Block C (Sri Aman Block 1 & 3),,Freehold,"Persiaran Paya Terubong 3, Bukit Jambul, Penang",2008.0,18,701,Apartment,1,High,Non Bumi Lot,285000,Penang,3,407.14285714285717
3.0,2.0,990,"Security, Minimart, Jogging Track, Barbeque area, Playground, Lift, Parking",Melana Apartment,,Freehold,"Jalan Pendidikan 1, Skudai, Johor",,4,,Apartment,,High,Non Bumi Lot,260000,Johor,7,262.62626262626264
2.0,2.0,883,"Playground, Gymnasium, Jogging Track, Sauna, Swimming Pool, Security, Lift, Barbeque area, Multipurpose hall, Parking",LBS Skylake Residence,LBS Bina Group Berhad,Leasehold,"alan Putra Perdana 5A, Taman Putra Perdana, Puchong, Selangor",2021.0,33,746,Condominium,2,Medium,Bumi Lot,475000,Selangor,10,537.9388448471121
3.0,2.0,960,"Security, Playground, Swimming Pool, Gymnasium, Parking, Barbeque area, Lift, Minimart",KiPark Selayang,KIP Group,Leasehold,"Persiaran 3, Bandar Baru Selayang, Selayang, Selangor",2008.0,12,196,Condominium,1,Medium,Bumi Lot,380000,Selangor,8,395.8333333333333
3.0,2.0,1010,"Parking, Gymnasium, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart",Boulevard Serviced Apartment,,Freehold,"Off Jalan Kuching, Jalan Ipoh, Kuala Lumpur",2014.0,,,Service Residence,1,Medium,Bumi Lot,485000,Kuala Lumpur,8,480.1980198019802
3.0,2.0,845,,Razak City Residences,Razak City Residences,Freehold,"Razak City, Lebuhraya Sungai Besi Besraya, Sungai Besi, Kuala Lumpur",,,,Service Residence,,,Non Bumi Lot,340000,Kuala Lumpur,,402.36686390532543
3.0,2.0,904,"Parking, Security, Lift",Vista Perdana (Butterworth),,Leasehold,"Off Jalan Bagan Jermal, Kampung Gajah, Butterworth, Butterworth, Penang",,,,Apartment,1,,Non Bumi Lot,290000,Penang,3,320.79646017699116
3.0,1.0,650,,Pangsapuri Teratai (Shah Alam),,Freehold,"Jalan Metafasa U16/3A, Seksyen U16, Shah Alam, Selangor",,,,Condominium,,High,Bumi Lot,130000,Selangor,,200.0
3.0,2.0,650,"Minimart, Playground",Apartment Harmoni,,Leasehold,"Jalan Pju 10/4C, Damansara Damai, Selangor",,,,Apartment,,Low,Bumi Lot,170000,Selangor,2,261.53846153846155
3.0,2.0,800,"Parking, Security, Swimming Pool, Playground, Lift, Jogging Track",Apartment Seroja (Puchong),,Leasehold,"Jalan Putra Perdana 10, Puchong, Selangor",,,,Apartment,1,Low,Bumi Lot,240000,Selangor,6,300.0
3.0,2.0,944,"Parking, Security, Playground, Jogging Track",Lily & Rose,,Freehold,"Jalan Ss 26/12 Off Taman Mayang Jaya, Petaling Jaya, Selangor",,,,Apartment,1,Medium,Non Bumi Lot,390000,Selangor,4,413.135593220339
3.0,2.0,1004,"Security, Swimming Pool, Parking, Gymnasium, Minimart, Playground, Barbeque area, Lift, Jogging Track",Desa Impiana,Mitrajaya,Freehold,"Taman Puchong Prima, Puchong, Selangor",2007.0,14,702,Apartment,1,High,Non Bumi Lot,345000,Selangor,9,343.62549800796813
2.0,2.0,604,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",Traders Garden @ Cheras Selatan,SCP Group,Leasehold,"Jalan Dataran Cheras 6, Cheras, Selangor",2022.0,31,382,Service Residence,2,High,Non Bumi Lot,380000,Selangor,10,629.1390728476821
4.0,2.0,1238,"Playground, Security, Gymnasium, Squash Court, Sauna, Parking, Barbeque area, Club house, Swimming Pool",Aman Heights,Premier Consortium,Freehold,"Jalan Bersatu, Section 5, Taman Bukit Serdang, Seri Kembangan, Selangor",2008.0,27,798,Condominium,2,Low,Non Bumi Lot,440000,Selangor,9,355.4119547657512
3.0,1.0,734,Parking,Taman Desa Cheras,,Freehold,"Taman Desa Cheras, Cheras, Kuala Lumpur",,,,Apartment,,Low,Non Bumi Lot,120000,Kuala Lumpur,1,163.48773841961852
1.0,1.0,753,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Sawtelle Suites Cyberjaya,COUNTRY HEIGHTS HOLDINGS BERHAD,Freehold,"Off Persiaran Tasik, Cyber Heights Villa, Cyberjaya, Selangor",2017.0,16,128,Condominium,2,High,Non Bumi Lot,350000,Selangor,14,464.80743691899073
3.0,2.0,856,"Security, Barbeque area, Minimart, Playground, Parking, Swimming Pool",Sri Hijau,,Freehold,"Jalan Permaisuri 1/6, Taman Bukit Permai, Bandar Mahkota Cheras, Bandar Mahkota Cheras, Selangor",,9,,Condominium,1,,Non Bumi Lot,210000,Selangor,6,245.3271028037383
3.0,2.0,950,"Swimming Pool, Playground, Parking, Security",Connaught Avenue,Akisama Group,Leasehold,"Jalan Cheras, Taman Connaught, Cheras, Kuala Lumpur",2012.0,18,385,Apartment,1,High,Non Bumi Lot,320000,Kuala Lumpur,4,336.8421052631579
3.0,2.0,1500,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall",Suria Residence,,Freehold,"Jalan Bazar U8/100, Seksyen U8, Bukit Jelutong, Selangor",,,144,Service Residence,4,High,Non Bumi Lot,530000,Selangor,7,353.3333333333333
3.0,2.0,868,"Playground, Parking, Security, Minimart, Multipurpose hall, Lift",Sri Ria Apartments,TLS Group,Freehold,"Jalan Pasir Emas 4, Kajang, Selangor",2007.0,15,,Apartment,1,Medium,Bumi Lot,269000,Selangor,6,309.9078341013825
4.0,5.0,2907,"Playground, Club house, Security, Swimming Pool, Multipurpose hall, Gymnasium, Jogging Track",The Tropics Condominium (Kuching),Regal Group,Leasehold,"Tabuan Heights, Kuching, Sarawak",,4,128,Condominium,2,High,Non Bumi Lot,1200000,Sarawak,7,412.79669762641896
4.0,2.0,1000,"Parking, Gymnasium, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Jogging Track",BK JH,,Freehold,"Jade hill, Selangor, Kajang",,,,Condominium,2,Medium,Non Bumi Lot,440000,Kajang,9,440.0
3.0,2.0,1100,"Playground, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Sauna, Multipurpose hall",Semarak & Penaga Condominium,Impiana Land & Development Sdn Bhd,Leasehold,"Jalan Raintree Utama, Taman Raintree, Batu Caves, Selangor",,,684,Condominium,,,Non Bumi Lot,349000,Selangor,7,317.27272727272725
4.0,2.0,1206,"Jogging Track, Barbeque area, Playground, Sauna, Swimming Pool, Gymnasium, Multipurpose hall",Semarak & Penaga Condominium,Impiana Land & Development Sdn Bhd,Leasehold,"Jalan Raintree Utama, Taman Raintree, Batu Caves, Selangor",,,684,Condominium,,,Non Bumi Lot,373000,Selangor,7,309.2868988391376
3.0,2.0,1100,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Bam Villa,,Leasehold,"Jalan Pria, Taman Maluri, Cheras, Kuala Lumpur",1996.0,19,,Condominium,,High,Non Bumi Lot,340000,Kuala Lumpur,14,309.09090909090907
2.0,2.0,740,"Lift, Swimming Pool, Playground, Jogging Track, Gymnasium, Parking, Security, Club house, Barbeque area",one sentral,,Freehold,"Pangsapuri Satu Sentral, Jalan Sentral 1, Taman Nusa Sentral, 79100 Iskandar Puteri, Johor, Malaysia, Johor, Johor Bahru",,,,Service Residence,1,Medium,Non Bumi Lot,360000,Johor Bahru,9,486.4864864864865
1.0,1.0,646,"Parking, Security",Manhattan @ Austin Heights,Detik Hartamas (Austin Height Group),Freehold,"Jalan Austin Heights 8/4, Johor Bahru, Johor",,20,306,Service Residence,,Medium,Non Bumi Lot,335000,Johor,2,518.5758513931888
3.0,2.0,800,"Jogging Track, Lift, Playground, Parking, Swimming Pool, Multipurpose hall",Karisma @ Eco Majestic,Eco World Development Group Berhad,Freehold,"Pangsapuri Karisma, Jalan Eco Majestic 3A/5, Semenyih, Selangor",2014.0,4,75,Apartment,2,,Non Bumi Lot,250000,Selangor,6,312.5
2.0,2.0,721,"Swimming Pool, Jogging Track, Security, Multipurpose hall, Club house, Gymnasium, Parking",The Embassy Suites (Duta Impian),,Freehold,"Jalan Dato Abdullah Tahir, Taman Century, Skudai, Johor",,24,,Service Residence,1,Medium,Non Bumi Lot,330000,Johor,7,457.69764216366156
2.0,2.0,810,"Lift, Multipurpose hall, Playground, Sauna, Parking, Swimming Pool, Security, Gymnasium, Minimart, Club house",Parc Regency Serviced Apartment,Malaysia Land Properties Sdn. Bhd.,Freehold,"Off Jalan Masai Baru, Plentong, Johor Bahru, Johor",2019.0,25,2003,Service Residence,1,Medium,Non Bumi Lot,290000,Johor,10,358.0246913580247
3.0,2.0,692,"Playground, Minimart, Parking",Taman Cempaka (Johor Bahru),,Freehold,"Off Jalan Persiaran Tanjung, Johor Bahru, Johor",,,,Flat,1,Medium,Non Bumi Lot,138000,Johor,3,199.42196531791907
3.0,2.0,990,"Minimart, Swimming Pool, Parking, Security, Playground, Gymnasium, Lift, Barbeque area, Multipurpose hall",Zentro Residences,IOI Properties Group,Leasehold,"Jalan Sierra 10/1, Bandar 16 Sierra, Puchong, Selangor",2020.0,23,241,Service Residence,2,Low,Non Bumi Lot,460000,Selangor,9,464.64646464646466
3.0,2.0,689,"Security, Minimart, Playground, Swimming Pool, Jogging Track, Club house, Parking, Gymnasium, Barbeque area",Sri Dahlia Apartment,TLS Group,Freehold,"Jalan Laman Puteri 3, Bandar Puteri, Puchong, Selangor",2004.0,18,332,Apartment,,Low,Non Bumi Lot,168000,Selangor,9,243.83164005805514
3.0,2.0,880,,Sentosa Dato Dagang 23 Shop Apartment,,Freehold,"Dato Dagang Sentosa Klang, Selangor, Klang",,,,Apartment,,Low,Non Bumi Lot,130000,Klang,,147.72727272727272
3.0,1.0,650,"Security, Parking, Barbeque area",Pangsapuri Sri Ayu,,Leasehold,"Jalan 4/2A, Klang, Selangor",,5,,Apartment,,High,Bumi Lot,150000,Selangor,3,230.76923076923077
3.0,2.0,1055,"Playground, Swimming Pool, Barbeque area, Sauna, Multipurpose hall, Security, Gymnasium",Central Residence @ Sg Besi,Yuk Tung Group,Freehold,"Jalan Sungai Besi, Sungai Besi, Kuala Lumpur",2015.0,27,526,Apartment,,,Non Bumi Lot,423000,Kuala Lumpur,7,400.9478672985782
3.0,2.0,1168,"Swimming Pool, Minimart, Sauna, Playground, Barbeque area, Jogging Track, Lift, Multipurpose hall, Club house, Security, Gymnasium, Tennis Court, Squash Court, Parking",The Sky Executive Suites @ Bukit Indah,Setia Promenade Sdn Bhd (SP Setia),Freehold,"Jalan Indah 15, Bukit Indah, Johor Bahru, Johor",2013.0,25,364,Service Residence,1,,Non Bumi Lot,470000,Johor,14,402.3972602739726
3.0,2.0,775,"Gymnasium, Security, Minimart, Parking, Playground, Swimming Pool",Seasons Garden Residences @ Wangsa Maju,SCP Group,Leasehold,"Jalan 26/26, Taman Setapak Jaya, Wangsa Maju, Kuala Lumpur",2017.0,34,1502,Apartment,,,Non Bumi Lot,324400,Kuala Lumpur,6,418.5806451612903
2.0,1.0,650,,Taman Alor Vista,,Leasehold,"Lebuh Relau Off Jalan Paya Terubong, Relau, Penang",,,,Apartment,,,Non Bumi Lot,165000,Penang,,253.84615384615384
5.0,3.0,2000,"Parking, Playground, Swimming Pool, Barbeque area, Tennis Court, Security, Lift",Desa Permai Indah Apartment,,Leasehold,"Lorong Helang 1, Sungai Dua, Penang",1997.0,14,528,Others,2,Medium,Non Bumi Lot,900000,Penang,7,450.0
3.0,2.0,818,"Swimming Pool, Security, Jogging Track, Lift, Barbeque area, Parking, Playground, Gymnasium",Majestic Maxim,Maxim Holdings,Leasehold,"Jalan 9/142, Taman Connaught, Cheras, Kuala Lumpur",2021.0,44,2136,Service Residence,,,Non Bumi Lot,340200,Kuala Lumpur,8,415.8924205378973
3.0,2.0,1055,"Swimming Pool, Tennis Court, Squash Court, Parking, Security, Minimart, Barbeque area, Sauna, Playground, Gymnasium",Pearl Garden,,Freehold,"Jalan Dato Ismail Hashim, Sungai Ara, Penang",1998.0,15,336,Condominium,1,High,Non Bumi Lot,420000,Penang,10,398.1042654028436
3.0,2.0,800,"Jogging Track, Swimming Pool, Sauna, Security, Gymnasium, Barbeque area, Parking, Lift, Playground, Multipurpose hall",Pulse,Arte Corp,Leasehold,"Jalan Kaki Bukit, Off Jalan Yeap Chor Ee,, Gelugor, Penang",2012.0,30,249,Apartment,1,,Non Bumi Lot,420000,Penang,10,525.0
3.0,2.0,1077,,Pangsapuri Seri Pelangi,,Freehold,"Jalan Usahaniaga 1, Bukit Mertajam, Penang",,,,Apartment,1,Low,Non Bumi Lot,320000,Penang,,297.12163416898795
3.0,2.0,798,"Parking, Minimart, Playground, Security, Swimming Pool",Pangsapuri Seri Iskandar,,Leasehold,"Jalan Teknologi 1, Seri Iskandar, Perak",,,,Apartment,,Low,Bumi Lot,218000,Perak,5,273.1829573934837
3.0,2.0,1173,"Security, Playground, Minimart, Parking, Swimming Pool, Lift",Sri Mahligai,,Leasehold,"Jalan Tengku Ampuan Rahimah 9/20, Section 9, 40100, Shah Alam, Selangor",,15,,Condominium,1,Low,Bumi Lot,355000,Selangor,6,302.64279624893436
3.0,2.0,1005,"Minimart, Parking, Security, Lift, Playground",Pangsapuri Mawar (Sentul),,Leasehold,"Jalan 7/48A, Bandar Baru Sentul, Sentul, Kuala Lumpur",,23,,Condominium,1,Low,Bumi Lot,360000,Kuala Lumpur,5,358.2089552238806
2.0,2.0,1164,"Swimming Pool, Security, Lift, Parking, Playground, Gymnasium, Barbeque area, Minimart, Club house",Allamanda (Ipoh),Kuala Lumpur Kepong Berhad,Freehold,"Lingkaran Meru Valley, Ipoh, Perak",,,,Condominium,1,Medium,Bumi Lot,310000,Perak,9,266.3230240549828
3.0,2.0,750,"Parking, Security, Swimming Pool, Playground, Multipurpose hall",Apartment Bayu,,Leasehold,"Jalan PJU 10/4, Damansara Damai, Petaling Jaya, Selangor",,5,40,Apartment,,Medium,Non Bumi Lot,280000,Selangor,5,373.3333333333333
3.0,2.0,1023,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Club house",Residensi Zamrud,Cheras Hong Soon Development Sdn. Bhd.,Freehold,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",2019.0,,1200,Condominium,2,Medium,Non Bumi Lot,310000,Selangor,12,303.030303030303
3.0,2.0,1421,"Playground, Swimming Pool, Tennis Court, Barbeque area, Parking, Security, Gymnasium, Lift, Jogging Track",Alila Horizon,Hunza Properties Berhad,Freehold,"Lorong Kejora, Tanjung Bungah, Penang",2008.0,,256,Condominium,2,Medium,Non Bumi Lot,900000,Penang,9,633.356790992259
4.0,3.0,1485,"Sauna, Security, Playground, Swimming Pool, Squash Court, Parking, Tennis Court, Gymnasium, Barbeque area, Minimart",Altitude 236,IJM LAND BERHAD,Leasehold,"Persiaran Alam Damai, Alam Damai, Cheras, Kuala Lumpur",2014.0,36,236,Condominium,2,,Non Bumi Lot,770000,Kuala Lumpur,10,518.5185185185185
4.0,3.0,1419,,North Point @ One Ampang Avenue,Perdana ParkCity Sdn Bhd,Leasehold,"Jalan Ampang Utama 2/2, Ampang, Selangor",2014.0,16,96,Condominium,2,,Non Bumi Lot,390000,Selangor,,274.8414376321353
3.0,2.0,856,"Minimart, Barbeque area, Security, Playground, Swimming Pool, Parking",Sri Hijau,,Freehold,"Jalan Permaisuri 1/6, Taman Bukit Permai, Bandar Mahkota Cheras, Bandar Mahkota Cheras, Selangor",,9,,Condominium,1,,Non Bumi Lot,220000,Selangor,6,257.0093457943925
1.0,1.0,416,"Sauna, Swimming Pool, Gymnasium, Security",Seri Cempaka,,Leasehold,"Jalan Pudu Hulu, Taman Pertama, Cheras, Kuala Lumpur",,22,176,Service Residence,,Medium,Non Bumi Lot,228000,Kuala Lumpur,4,548.0769230769231
3.0,2.0,700,"Parking, Gymnasium, Playground, Barbeque area, Multipurpose hall, Security, Jogging Track",Harmony View,Belleview Group,Freehold,"Lintang Slim, Off Perak Road, Jelutong, Penang",2009.0,23,,Apartment,1,,Non Bumi Lot,380000,Penang,7,542.8571428571429
3.0,2.0,710,,Pangsapuri Taman Tasik Utama,,Leasehold,"Malacca International Trade Centre (MITC), Ayer Keroh, Melaka",,,,Apartment,,,Non Bumi Lot,115000,Melaka,,161.9718309859155
3.0,2.0,1350,"Parking, Lift, Security, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Barbeque area, Minimart",Andalucia,YTL Land,Leasehold,"Jalan Pantai Permai, Pantai Hill Park, Pantai, Kuala Lumpur",2010.0,4,227,Condominium,2,Low,Bumi Lot,750000,Kuala Lumpur,13,555.5555555555555
